order_item_id,order_id,order_date,order_status,payment_method,shipping_method,promo_code,customer_id,customer_name,gender,age_group,loyalty_tier,store_id,store_name,city,state,region,latitude,longitude,product_id,product_name,brand,category,subcategory,quantity,unit_price,discount_pct,sales,cost,profit,returned,return_date
1014,471,2024-09-29,Completed,Wallet,Store Pickup,FESTIVE10,717,Arjun Iyer,Male,18-24,Standard,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,77,FitMax Water Bottle 5,FitMax,Sports,Outdoor,1,3475.61,0.15000000000000002,2954.27,2649.95,304.32,False,
1015,471,2024-09-29,Completed,Wallet,Store Pickup,FESTIVE10,717,Arjun Iyer,Male,18-24,Standard,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,57,LuxeLook Moisturizer 3,LuxeLook,Beauty,Skincare,1,1319.52,0.05,1253.54,902.62,350.92,False,
1016,471,2024-09-29,Completed,Wallet,Store Pickup,FESTIVE10,717,Arjun Iyer,Male,18-24,Standard,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,3,NovaTech Smartphone 3,NovaTech,Technology,Phones,1,2561.39,0.1,2305.25,1373.95,931.3,False,
1017,472,2024-05-09,Completed,Wallet,Store Pickup,NONE,119,Arjun Joshi,Female,18-24,Gold,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,15,Orbit Power Bank 3,Orbit,Technology,Accessories,1,8042.95,0,8042.95,5862.11,2180.84,False,
1018,472,2024-05-09,Completed,Wallet,Store Pickup,NONE,119,Arjun Joshi,Female,18-24,Gold,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,18,ApexDigital Smart Watch 6,ApexDigital,Technology,Accessories,1,1522.79,0,1522.79,838.64,684.15,False,
1019,472,2024-05-09,Completed,Wallet,Store Pickup,NONE,119,Arjun Joshi,Female,18-24,Gold,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,31,CasaCraft Planter 1,CasaCraft,Home,Decor,3,512.04,0.05,1459.31,1157.76,301.55,False,
1020,472,2024-05-09,Completed,Wallet,Store Pickup,NONE,119,Arjun Joshi,Female,18-24,Gold,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,31,CasaCraft Planter 1,CasaCraft,Home,Decor,1,464.68,0,464.68,385.92,78.76,False,
1021,473,2024-05-19,Completed,Net Banking,Standard,NONE,268,Rahul Sharma,Female,55+,Standard,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,29,CasaCraft Office Chair 5,CasaCraft,Home,Furniture,2,3891.35,0,7782.7,5947.44,1835.26,False,
1022,474,2025-07-13,Completed,Net Banking,Standard,WELCOME5,433,Priya Iyer,Female,25-34,Standard,15,Ahmedabad CG Road,Ahmedabad,Gujarat,West,23.0225,72.5714,44,Aurelia Saree 2,Aurelia,Fashion,Womenswear,1,701.03,0.15000000000000002,595.88,393.93,201.95,False,
1023,474,2025-07-13,Completed,Net Banking,Standard,WELCOME5,433,Priya Iyer,Female,25-34,Standard,15,Ahmedabad CG Road,Ahmedabad,Gujarat,West,23.0225,72.5714,4,Orbit 5G Phone 4,Orbit,Technology,Phones,1,32998.83,0.05,31348.89,21204.35,10144.54,False,
1024,475,2025-07-05,Completed,Wallet,Store Pickup,NONE,101,Ravi Nair,Female,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,4,Orbit 5G Phone 4,Orbit,Technology,Phones,2,35022.15,0.25,52533.23,42408.7,10124.53,False,
1025,475,2025-07-05,Completed,Wallet,Store Pickup,NONE,101,Ravi Nair,Female,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,65,LuxeLook Lipstick 5,LuxeLook,Beauty,Makeup,1,138.6,0.1,124.74,104.71,20.03,False,
1026,475,2025-07-05,Completed,Wallet,Store Pickup,NONE,101,Ravi Nair,Female,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,19,Decora Dinner Set 1,Decora,Home,Kitchen,1,2446.36,0.05,2324.04,1759.56,564.48,False,
1027,475,2025-07-05,Completed,Wallet,Store Pickup,NONE,101,Ravi Nair,Female,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,10,Orbit Gaming Laptop 4,Orbit,Technology,Laptops,1,993.6,0.15,844.56,493.25,351.31,False,
1028,475,2025-07-05,Completed,Wallet,Store Pickup,NONE,101,Ravi Nair,Female,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,6,ApexDigital Budget Phone 6,ApexDigital,Technology,Phones,1,4879.41,0.05,4635.44,2632.69,2002.75,False,
1029,476,2024-01-03,Completed,Net Banking,Express,CLEARANCE15,46,Avni Agarwal,Female,18-24,Platinum,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,12,ZenMobile Student Laptop 6,ZenMobile,Technology,Laptops,1,7899.49,0.1,7109.54,4229.84,2879.7,False,
1030,476,2024-01-03,Completed,Net Banking,Express,CLEARANCE15,46,Avni Agarwal,Female,18-24,Platinum,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,31,CasaCraft Planter 1,CasaCraft,Home,Decor,1,481.21,0.15000000000000002,409.03,385.92,23.11,False,
1031,477,2024-06-23,Completed,UPI,Store Pickup,NONE,51,Sneha Gupta,Female,35-44,Standard,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,81,DailyBite Breakfast Cereal 3,DailyBite,Grocery,Packaged Food,1,395.91,0,395.91,214.64,181.27,False,
1032,477,2024-06-23,Completed,UPI,Store Pickup,NONE,51,Sneha Gupta,Female,35-44,Standard,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,79,NatureBox Breakfast Cereal 1,NatureBox,Grocery,Packaged Food,1,552.3,0.05,524.68,372.1,152.58,False,
1033,477,2024-06-23,Completed,UPI,Store Pickup,NONE,51,Sneha Gupta,Female,35-44,Standard,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,80,NatureBox Cookies 2,NatureBox,Grocery,Packaged Food,2,146.48,0.2,234.37,216.4,17.97,False,
1034,478,2024-10-01,Completed,Net Banking,Express,CLEARANCE15,129,Ayaan Agarwal,Male,35-44,Platinum,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,16,ByteWave Wireless Earbuds 4,ByteWave,Technology,Accessories,2,7977.03,0.1,14358.65,9604.4,4754.25,False,
1035,478,2024-10-01,Completed,Net Banking,Express,CLEARANCE15,129,Ayaan Agarwal,Male,35-44,Platinum,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,71,FitMax Yoga Mat 5,FitMax,Sports,Fitness,3,3377.83,0.2,8106.79,7885.11,221.68,False,
1036,478,2024-10-01,Completed,Net Banking,Express,CLEARANCE15,129,Ayaan Agarwal,Male,35-44,Platinum,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,25,CasaCraft Bookshelf 1,CasaCraft,Home,Furniture,1,6494.12,0.05,6169.41,3691.6,2477.81,False,
1037,479,2025-11-25,Completed,Cash on Delivery,Store Pickup,NONE,714,Sara Reddy,Female,25-34,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,40,Aurelia Jacket 4,Aurelia,Fashion,Menswear,1,4042.1,0.05,3839.99,2407.87,1432.12,False,
1038,479,2025-11-25,Completed,Cash on Delivery,Store Pickup,NONE,714,Sara Reddy,Female,25-34,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,17,ByteWave Bluetooth Speaker 5,ByteWave,Technology,Accessories,1,8106.15,0.15,6890.23,4349.76,2540.47,False,
1039,480,2024-02-11,Completed,Wallet,Express,NONE,85,Ayaan Joshi,Female,25-34,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,48,CottonHub Kurti 6,CottonHub,Fashion,Womenswear,2,676.91,0.15,1150.75,829.98,320.77,False,
1040,481,2025-01-12,Completed,Debit Card,Standard,FESTIVE10,235,Tanya Verma,Female,45-54,Silver,3,Jaipur Pink City,Jaipur,Rajasthan,North,26.9124,75.7873,3,NovaTech Smartphone 3,NovaTech,Technology,Phones,1,2382.98,0.15000000000000002,2025.53,1373.95,651.58,False,
1041,481,2025-01-12,Completed,Debit Card,Standard,FESTIVE10,235,Tanya Verma,Female,45-54,Silver,3,Jaipur Pink City,Jaipur,Rajasthan,North,26.9124,75.7873,38,ModeX Denim Jeans 2,ModeX,Fashion,Menswear,1,1006.69,0.25,755.02,680.01,75.01,False,
1042,481,2025-01-12,Completed,Debit Card,Standard,FESTIVE10,235,Tanya Verma,Female,45-54,Silver,3,Jaipur Pink City,Jaipur,Rajasthan,North,26.9124,75.7873,48,CottonHub Kurti 6,CottonHub,Fashion,Womenswear,1,666.18,0.15000000000000002,566.25,414.99,151.26,False,
1043,481,2025-01-12,Completed,Debit Card,Standard,FESTIVE10,235,Tanya Verma,Female,45-54,Silver,3,Jaipur Pink City,Jaipur,Rajasthan,North,26.9124,75.7873,18,ApexDigital Smart Watch 6,ApexDigital,Technology,Accessories,1,1440.23,0.2,1152.18,838.64,313.54,False,
1044,482,2024-02-28,Cancelled,Credit Card,Standard,NONE,297,Reyansh Joshi,Male,35-44,Standard,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,46,NorthThread Jeans 4,NorthThread,Fashion,Womenswear,1,4103.04,0.05,3897.89,1937.23,1960.66,False,
1045,483,2024-08-15,Completed,UPI,Standard,WELCOME5,126,Riya Chopra,Male,35-44,Gold,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,59,HerbalRay Sunscreen 5,HerbalRay,Beauty,Skincare,1,1786.0,0.15000000000000002,1518.1,1368.54,149.56,False,
1046,483,2024-08-15,Completed,UPI,Standard,WELCOME5,126,Riya Chopra,Male,35-44,Gold,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,26,Homely Dining Chair 2,Homely,Home,Furniture,1,748.0,0.05,710.6,505.21,205.39,False,
1047,483,2024-08-15,Completed,UPI,Standard,WELCOME5,126,Riya Chopra,Male,35-44,Gold,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,83,TastyCo Cookies 5,TastyCo,Grocery,Packaged Food,1,49.33,0.1,44.4,25.22,19.18,False,
1048,484,2025-09-18,Completed,Debit Card,Express,NONE,86,Sneha Gupta,Male,25-34,Silver,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,65,LuxeLook Lipstick 5,LuxeLook,Beauty,Makeup,2,146.46,0.1,263.63,209.42,54.21,False,
1049,485,2024-07-08,Completed,UPI,Store Pickup,NONE,9,Anjali Malhotra,Female,25-34,Gold,5,Bengaluru Indiranagar,Bengaluru,Karnataka,South,12.9784,77.6408,54,ModeX Running Shoes 6,ModeX,Fashion,Footwear,1,3091.73,0,3091.73,2214.9,876.83,False,
1050,486,2024-12-07,Completed,Debit Card,Store Pickup,FESTIVE10,251,Kabir Joshi,Male,25-34,Gold,3,Jaipur Pink City,Jaipur,Rajasthan,North,26.9124,75.7873,77,FitMax Water Bottle 5,FitMax,Sports,Outdoor,1,3475.1,0.25,2606.32,2649.95,-43.63,False,
1051,487,2024-02-29,Completed,UPI,Store Pickup,FESTIVE10,355,Shaurya Das,Prefer not to say,18-24,Standard,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,74,ActivePro Water Bottle 2,ActivePro,Sports,Outdoor,1,3441.57,0.1,3097.41,1941.45,1155.96,False,
1052,487,2024-02-29,Completed,UPI,Store Pickup,FESTIVE10,355,Shaurya Das,Prefer not to say,18-24,Standard,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,44,Aurelia Saree 2,Aurelia,Fashion,Womenswear,2,711.44,0.15000000000000002,1209.45,787.86,421.59,False,
1053,488,2025-09-13,Completed,Credit Card,Express,NONE,162,Sai Khan,Female,25-34,Standard,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,44,Aurelia Saree 2,Aurelia,Fashion,Womenswear,1,701.41,0,701.41,393.93,307.48,False,
1054,489,2025-06-16,Completed,UPI,Express,LOYALTY20,749,Rahul Patel,Non-binary,35-44,Standard,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,44,Aurelia Saree 2,Aurelia,Fashion,Womenswear,1,709.41,0.30000000000000004,496.59,393.93,102.66,False,
1055,489,2025-06-16,Completed,UPI,Express,LOYALTY20,749,Rahul Patel,Non-binary,35-44,Standard,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,6,ApexDigital Budget Phone 6,ApexDigital,Technology,Phones,1,5106.9,0.05,4851.55,2632.69,2218.86,False,
1056,490,2024-02-26,Completed,Net Banking,Express,NONE,44,Nisha Mehta,Male,45-54,Standard,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,12,ZenMobile Student Laptop 6,ZenMobile,Technology,Laptops,2,8016.51,0.1,14429.72,8459.68,5970.04,False,
1057,490,2024-02-26,Completed,Net Banking,Express,NONE,44,Nisha Mehta,Male,45-54,Standard,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,10,Orbit Gaming Laptop 4,Orbit,Technology,Laptops,1,940.12,0.1,846.11,493.25,352.86,False,
1058,490,2024-02-26,Completed,Net Banking,Express,NONE,44,Nisha Mehta,Male,45-54,Standard,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,28,Decora Dining Chair 4,Decora,Home,Furniture,1,290.5,0,290.5,197.25,93.25,False,
1059,490,2024-02-26,Completed,Net Banking,Express,NONE,44,Nisha Mehta,Male,45-54,Standard,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,71,FitMax Yoga Mat 5,FitMax,Sports,Fitness,1,3574.9,0.05,3396.15,2628.37,767.78,False,
1060,491,2025-10-21,Completed,Cash on Delivery,Express,FESTIVE10,435,Ravi Agarwal,Female,35-44,Gold,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,6,ApexDigital Budget Phone 6,ApexDigital,Technology,Phones,1,5190.05,0.2,4152.04,2632.69,1519.35,False,
1061,492,2024-08-31,Completed,Cash on Delivery,Store Pickup,FESTIVE10,199,Rohan Khan,Male,25-34,Silver,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,18,ApexDigital Smart Watch 6,ApexDigital,Technology,Accessories,1,1401.41,0.1,1261.27,838.64,422.63,False,
1062,492,2024-08-31,Completed,Cash on Delivery,Store Pickup,FESTIVE10,199,Rohan Khan,Male,25-34,Silver,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,14,Orbit Power Bank 2,Orbit,Technology,Accessories,1,1387.62,0.1,1248.86,927.4,321.46,False,
1063,492,2024-08-31,Completed,Cash on Delivery,Store Pickup,FESTIVE10,199,Rohan Khan,Male,25-34,Silver,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,48,CottonHub Kurti 6,CottonHub,Fashion,Womenswear,4,667.05,0.1,2401.38,1659.96,741.42,False,
1064,492,2024-08-31,Completed,Cash on Delivery,Store Pickup,FESTIVE10,199,Rohan Khan,Male,25-34,Silver,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,24,CasaCraft Dinner Set 6,CasaCraft,Home,Kitchen,3,2473.88,0.2,5937.31,5327.22,610.09,False,
1065,493,2025-09-04,Completed,Wallet,Express,FESTIVE10,170,Sneha Gupta,Female,25-34,Gold,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,74,ActivePro Water Bottle 2,ActivePro,Sports,Outdoor,2,3488.54,0.25,5232.81,3882.9,1349.91,False,
1066,493,2025-09-04,Completed,Wallet,Express,FESTIVE10,170,Sneha Gupta,Female,25-34,Gold,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,77,FitMax Water Bottle 5,FitMax,Sports,Outdoor,2,3438.35,0.2,5501.36,5299.9,201.46,False,
1067,493,2025-09-04,Completed,Wallet,Express,FESTIVE10,170,Sneha Gupta,Female,25-34,Gold,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,19,Decora Dinner Set 1,Decora,Home,Kitchen,1,2469.64,0.1,2222.68,1759.56,463.12,False,
1068,494,2024-04-15,Completed,Debit Card,Store Pickup,WELCOME5,151,Kiara Khan,Male,25-34,Standard,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,25,CasaCraft Bookshelf 1,CasaCraft,Home,Furniture,3,7094.47,0.2,17026.73,11074.8,5951.93,False,
1069,494,2024-04-15,Completed,Debit Card,Store Pickup,WELCOME5,151,Kiara Khan,Male,25-34,Standard,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,29,CasaCraft Office Chair 5,CasaCraft,Home,Furniture,1,3947.74,0.1,3552.97,2973.72,579.25,False,
1070,495,2025-12-17,Completed,Credit Card,Express,FESTIVE10,57,Ira Yadav,Female,45-54,Platinum,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,59,HerbalRay Sunscreen 5,HerbalRay,Beauty,Skincare,2,1721.9,0.1,3099.42,2737.08,362.34,False,
1071,495,2025-12-17,Completed,Credit Card,Express,FESTIVE10,57,Ira Yadav,Female,45-54,Platinum,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,30,UrbanNest Office Chair 6,UrbanNest,Home,Furniture,1,1335.14,0.1,1201.63,965.68,235.95,False,
1072,496,2025-07-28,Completed,Debit Card,Standard,WELCOME5,533,Anika Gupta,Female,18-24,Platinum,5,Bengaluru Indiranagar,Bengaluru,Karnataka,South,12.9784,77.6408,53,NorthThread Flip Flops 5,NorthThread,Fashion,Footwear,2,394.19,0.05,748.96,586.86,162.1,False,
1073,496,2025-07-28,Completed,Debit Card,Standard,WELCOME5,533,Anika Gupta,Female,18-24,Platinum,5,Bengaluru Indiranagar,Bengaluru,Karnataka,South,12.9784,77.6408,56,VivaBeauty Face Wash 2,VivaBeauty,Beauty,Skincare,1,605.93,0.1,545.34,405.65,139.69,False,
1074,496,2025-07-28,Completed,Debit Card,Standard,WELCOME5,533,Anika Gupta,Female,18-24,Platinum,5,Bengaluru Indiranagar,Bengaluru,Karnataka,South,12.9784,77.6408,70,Sportiva Skipping Rope 4,Sportiva,Sports,Fitness,1,3450.27,0.1,3105.24,2128.46,976.78,False,
1075,496,2025-07-28,Completed,Debit Card,Standard,WELCOME5,533,Anika Gupta,Female,18-24,Platinum,5,Bengaluru Indiranagar,Bengaluru,Karnataka,South,12.9784,77.6408,74,ActivePro Water Bottle 2,ActivePro,Sports,Outdoor,1,3310.04,0.05,3144.54,1941.45,1203.09,False,
1076,497,2025-03-12,Completed,Credit Card,Standard,WELCOME5,576,Anika Joshi,Female,25-34,Platinum,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,41,NorthThread Jacket 5,NorthThread,Fashion,Menswear,1,942.1,0.3,659.47,606.47,53.0,False,
1077,497,2025-03-12,Completed,Credit Card,Standard,WELCOME5,576,Anika Joshi,Female,25-34,Platinum,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,35,UrbanNest Wall Lamp 5,UrbanNest,Home,Decor,1,3809.56,0.1,3428.6,1944.75,1483.85,False,
1078,497,2025-03-12,Completed,Credit Card,Standard,WELCOME5,576,Anika Joshi,Female,25-34,Platinum,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,6,ApexDigital Budget Phone 6,ApexDigital,Technology,Phones,2,4733.29,0.2,7573.26,5265.38,2307.88,False,
1079,498,2025-06-10,Completed,Net Banking,Standard,NONE,7,Ayaan Kapoor,Female,35-44,Standard,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,15,Orbit Power Bank 3,Orbit,Technology,Accessories,2,7431.13,0.1,13376.03,11724.22,1651.81,False,
1080,498,2025-06-10,Completed,Net Banking,Standard,NONE,7,Ayaan Kapoor,Female,35-44,Standard,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,86,NatureBox Sparkling Water 2,NatureBox,Grocery,Beverages,1,100.86,0.05,95.82,55.09,40.73,False,
1081,498,2025-06-10,Completed,Net Banking,Standard,NONE,7,Ayaan Kapoor,Female,35-44,Standard,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,4,Orbit 5G Phone 4,Orbit,Technology,Phones,1,34769.69,0,34769.69,21204.35,13565.34,False,
1082,498,2025-06-10,Completed,Net Banking,Standard,NONE,7,Ayaan Kapoor,Female,35-44,Standard,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,36,Decora Cushion Set 6,Decora,Home,Decor,1,301.55,0.05,286.47,149.89,136.58,False,
1083,498,2025-06-10,Completed,Net Banking,Standard,NONE,7,Ayaan Kapoor,Female,35-44,Standard,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,7,NovaTech Ultrabook 1,NovaTech,Technology,Laptops,1,12773.04,0.1,11495.74,6616.68,4879.06,False,
1084,499,2025-10-19,Completed,Wallet,Express,NONE,597,Arjun Singh,Male,25-34,Gold,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,36,Decora Cushion Set 6,Decora,Home,Decor,1,289.1,0.15,245.74,149.89,95.85,False,
1085,500,2025-04-04,Completed,Net Banking,Store Pickup,FESTIVE10,60,Sneha Das,Female,45-54,Platinum,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,18,ApexDigital Smart Watch 6,ApexDigital,Technology,Accessories,1,1467.6,0.1,1320.84,838.64,482.2,False,
1086,501,2025-01-28,Completed,Cash on Delivery,Store Pickup,LOYALTY20,641,Reyansh Malhotra,Male,18-24,Gold,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,9,ApexDigital Ultrabook 3,ApexDigital,Technology,Laptops,2,35032.46,0.1,63058.43,39755.6,23302.83,False,
1087,501,2025-01-28,Completed,Cash on Delivery,Store Pickup,LOYALTY20,641,Reyansh Malhotra,Male,18-24,Gold,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,34,Homely Planter 4,Homely,Home,Decor,1,13959.61,0.05,13261.63,9231.07,4030.56,False,
1088,501,2025-01-28,Completed,Cash on Delivery,Store Pickup,LOYALTY20,641,Reyansh Malhotra,Male,18-24,Gold,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,17,ByteWave Bluetooth Speaker 5,ByteWave,Technology,Accessories,3,8238.16,0.05,23478.76,13049.28,10429.48,False,
1089,501,2025-01-28,Completed,Cash on Delivery,Store Pickup,LOYALTY20,641,Reyansh Malhotra,Male,18-24,Gold,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,52,NorthThread Flip Flops 4,NorthThread,Fashion,Footwear,1,1415.94,0.1,1274.35,945.65,328.7,False,
1090,502,2024-03-21,Completed,UPI,Standard,NONE,169,Vikram Khan,Male,35-44,Gold,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,31,CasaCraft Planter 1,CasaCraft,Home,Decor,2,487.09,0.25,730.63,771.84,-41.21,False,
1091,502,2024-03-21,Completed,UPI,Standard,NONE,169,Vikram Khan,Male,35-44,Gold,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,70,Sportiva Skipping Rope 4,Sportiva,Sports,Fitness,1,3310.72,0,3310.72,2128.46,1182.26,False,
1092,502,2024-03-21,Completed,UPI,Standard,NONE,169,Vikram Khan,Male,35-44,Gold,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,10,Orbit Gaming Laptop 4,Orbit,Technology,Laptops,2,990.12,0.05,1881.23,986.5,894.73,False,
1093,503,2025-08-15,Completed,Net Banking,Express,NONE,744,Tanya Das,Male,35-44,Platinum,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,13,ByteWave USB-C Hub 1,ByteWave,Technology,Accessories,1,973.23,0,973.23,662.08,311.15,False,
1094,503,2025-08-15,Completed,Net Banking,Express,NONE,744,Tanya Das,Male,35-44,Platinum,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,88,SipWell Energy Drink 4,SipWell,Grocery,Beverages,1,45.72,0,45.72,37.47,8.25,False,
1095,504,2025-05-26,Completed,Credit Card,Standard,NONE,146,Kiara Iyer,Female,25-34,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,21,Decora Electric Kettle 3,Decora,Home,Kitchen,1,494.35,0.15,420.2,352.66,67.54,False,
1096,505,2024-07-17,Completed,Net Banking,Standard,LOYALTY20,187,Sahil Yadav,Male,35-44,Platinum,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,44,Aurelia Saree 2,Aurelia,Fashion,Womenswear,2,678.81,0.15000000000000002,1153.98,787.86,366.12,False,
1097,505,2024-07-17,Completed,Net Banking,Standard,LOYALTY20,187,Sahil Yadav,Male,35-44,Platinum,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,30,UrbanNest Office Chair 6,UrbanNest,Home,Furniture,2,1222.7,0.1,2200.86,1931.36,269.5,False,
1098,506,2025-02-22,Completed,Net Banking,Store Pickup,NONE,698,Nisha Chopra,Female,35-44,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,90,TastyCo Juice 6,TastyCo,Grocery,Beverages,1,399.67,0.1,359.7,240.4,119.3,False,
1099,507,2025-12-17,Completed,Net Banking,Standard,CLEARANCE15,122,Amit Mehta,Male,18-24,Platinum,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,67,TrailGo Resistance Bands 1,TrailGo,Sports,Fitness,2,2299.76,0.2,3679.62,3131.54,548.08,False,
1100,507,2025-12-17,Completed,Net Banking,Standard,CLEARANCE15,122,Amit Mehta,Male,18-24,Platinum,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,70,Sportiva Skipping Rope 4,Sportiva,Sports,Fitness,1,3285.93,0.1,2957.34,2128.46,828.88,False,
1101,507,2025-12-17,Completed,Net Banking,Standard,CLEARANCE15,122,Amit Mehta,Male,18-24,Platinum,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,51,ModeX Flip Flops 3,ModeX,Fashion,Footwear,1,388.5,0.1,349.65,281.05,68.6,False,
1102,507,2025-12-17,Completed,Net Banking,Standard,CLEARANCE15,122,Amit Mehta,Male,18-24,Platinum,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,14,Orbit Power Bank 2,Orbit,Technology,Accessories,2,1517.6,0.15,2579.92,1854.8,725.12,False,
1103,508,2025-08-07,Completed,Net Banking,Store Pickup,FESTIVE10,179,Krishna Patel,Male,25-34,Gold,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,72,ActivePro Skipping Rope 6,ActivePro,Sports,Fitness,1,2486.04,0.2,1988.83,1310.55,678.28,False,
